target,probe
XM_021467131.1:327-1808,probe_cdb7f98519d3c8f6d428326da0fccd81135428ccf7bd13192302caf851959a1b
XM_021467129.1:266-1804,probe_cdb7f98519d3c8f6d428326da0fccd81135428ccf7bd13192302caf851959a1b
XM_021467130.1:267-1784,probe_cdb7f98519d3c8f6d428326da0fccd81135428ccf7bd13192302caf851959a1b
XM_021467133.1:267-1676,probe_cdb7f98519d3c8f6d428326da0fccd81135428ccf7bd13192302caf851959a1b
XM_021467132.1:161-1642,probe_cdb7f98519d3c8f6d428326da0fccd81135428ccf7bd13192302caf851959a1b
XM_021467134.1:173-1513,probe_cdb7f98519d3c8f6d428326da0fccd81135428ccf7bd13192302caf851959a1b
NM_001310042.1:389-2722,probe_e90b15d0ecf2567db044810383fc2fc1431629eb9ba66f9d861299bc17809825
NM_001024816.2:468-3290,probe_9da0b70ef40e1a89231d60ed894028527bad8fb48b29eeb1f66d69e8d88bc47e
NM_131879.2:87-1646,probe_f96ae71fcb816824207099c20873bde73ab5bd2199d6a1a9295184f8bffcd4ba
NM_213422.2:21-1631,probe_be8ceda5a069ccfe05ddc7c0c1fec1f6c10a1c1b20ed5b450f51256106fc636e
XM_001340304.6:125-1807,probe_ffbc803101f7e02354dd171fc1b4827b7877a45576f52f69502fb1bda6824185
XM_021467125.1:398-2080,probe_ffbc803101f7e02354dd171fc1b4827b7877a45576f52f69502fb1bda6824185
XM_021467126.1:192-1844,probe_ffbc803101f7e02354dd171fc1b4827b7877a45576f52f69502fb1bda6824185
NM_130957.2:29-2707,probe_64a7177f599d5b5b974adf273d68ff166270ac18a27900f8c6d4f72d15a433ea
XM_009294633.3:639-3317,probe_64a7177f599d5b5b974adf273d68ff166270ac18a27900f8c6d4f72d15a433ea
XM_021468354.1:640-3315,probe_64a7177f599d5b5b974adf273d68ff166270ac18a27900f8c6d4f72d15a433ea
NM_201508.1:47-1603,probe_f5db58c6b86a717c9c0dae272e273e2b85bdc8d8b1df92992b037a243b4eb836
XM_005163231.4:81-1637,probe_f5db58c6b86a717c9c0dae272e273e2b85bdc8d8b1df92992b037a243b4eb836
XM_009297055.3:29-1648,probe_f5db58c6b86a717c9c0dae272e273e2b85bdc8d8b1df92992b037a243b4eb836
XM_017354073.2:224-1735,probe_fd46842f7945aeceb03a30f9d0c978803769a1fa62385be6eccb5cb38905ba09
NM_001007400.2:143-1654,probe_fd46842f7945aeceb03a30f9d0c978803769a1fa62385be6eccb5cb38905ba09
XM_017354812.1:156-962,probe_fd46842f7945aeceb03a30f9d0c978803769a1fa62385be6eccb5cb38905ba09
XM_021474709.1:438-1949,probe_fd46842f7945aeceb03a30f9d0c978803769a1fa62385be6eccb5cb38905ba09
NM_212673.1:113-1630,probe_fd46842f7945aeceb03a30f9d0c978803769a1fa62385be6eccb5cb38905ba09
NM_131802.1:26-3289,probe_f1f5c4f585492ef3389938e46dd4aeb7cd2d435e7aad693671b176d3e6fb7661
NM_001077328.1:56-1078,probe_e2f457c309d5839dc031110d0c38d480b3bd8ab2d567484e055f14e539237c78
XM_682593.7:577-2502,probe_c1fd34723fbd0bf5fab24626c22cc03cf6a7ea861444565cec8f7c654ec653c7
XM_021468660.1:231-4280,probe_fbe4177eb93b41b5fad9c7dd9c4b6939ccf18f2b764b4582ee87e9ab02191b66
XM_009294874.3:872-4810,probe_fbe4177eb93b41b5fad9c7dd9c4b6939ccf18f2b764b4582ee87e9ab02191b66
XM_686652.8:872-4921,probe_fbe4177eb93b41b5fad9c7dd9c4b6939ccf18f2b764b4582ee87e9ab02191b66
NM_131584.1:289-4134,probe_cb4cb6fcfc2004e6436ab192983b1c0057fc8256a073a28cf52204795f416ccc
NM_131406.2:639-1973,probe_f6bfb7fdef49c8241dd54cb8d47abcdb7b2a6dd229f4cd85263393e852054b1a
XM_005156052.4:614-1957,probe_f6bfb7fdef49c8241dd54cb8d47abcdb7b2a6dd229f4cd85263393e852054b1a
XM_693928.6:449-2521,probe_fb3651bf0ac580521c75846c84c98c24ddfbc64eaf4da5ecba188ac3f5471ffb
XM_021477958.1:447-2519,probe_fb3651bf0ac580521c75846c84c98c24ddfbc64eaf4da5ecba188ac3f5471ffb
XM_021476336.1:209-1693,probe_5ec71147f7ef7b590f7e1c6dc4e8f19e717e94a26146f28c728ad1954a703238
XM_005171766.4:211-1695,probe_5ec71147f7ef7b590f7e1c6dc4e8f19e717e94a26146f28c728ad1954a703238
NM_001326699.1:45-1529,probe_5ec71147f7ef7b590f7e1c6dc4e8f19e717e94a26146f28c728ad1954a703238
XM_017353549.2:65-1492,probe_d2ad16d14c295fd278cfe6bcd70bbaeca9b13378e666060ca876ff3a4d5e3853
NM_001006104.1:194-1621,probe_d2ad16d14c295fd278cfe6bcd70bbaeca9b13378e666060ca876ff3a4d5e3853
NM_001045073.1:184-2388,probe_fcefcc0c93d0e540d426eef6e4a1bf97745d4110ed119ffb36edbe549e8df7a0
NM_200644.1:144-3221,probe_84c20a2365b1d01a2b5cabc43a1132a5b18d5d414dda5b37528760ac4bf482ab
NM_001111212.1:51-1985,probe_ec84aeb55372da5a0b84ba804c549646818d18bf03d1576be71b5ec04e2ebcb4
NM_181330.3:51-1778,probe_c74fa56e76bdaeb724284eefc9f154e4a229432566d398aea81cb1b96e94af11
NM_001113588.1:259-1482,probe_d702976b7887555e61d827a6f07d5bf0d618d3ffc93f1b05ba89476d6f2a1378
NM_212665.1:115-1356,probe_dc2239ed9944e4d91406d33ed1d6e2c74cf73bfff8e6f4c678e7a48cb25693c9
XM_021479694.1:155-2524,probe_fe05d08a47c0e4e8466a92c4cce97c27d7bd1a1888e89df7e1aa4c95e70ba75b
NM_131146.2:74-1552,probe_f526f7979e4fddb83dca1bf97d7f706820f011bf26145abd6a00ebc6f2d5a1fa
NM_212811.1:102-1958,probe_d4c6f7bb78d566c3b1461dde3b395ce2e95bd908946c80906f2b4ab98ef7ead5
NM_200479.2:222-1556,probe_f0fe613f2076f645e8bcf31ea803a3d26cd664a060d51a13c8e15fbd8072ab7a
XM_005160347.4:1044-2549,probe_f0fe613f2076f645e8bcf31ea803a3d26cd664a060d51a13c8e15fbd8072ab7a
NM_001430839.1:71-1576,probe_eddc10517cd30ee5140071b2f2c70b8a6c99270b38703d3f25089a09abd35767
XM_021468515.1:57-1562,probe_eddc10517cd30ee5140071b2f2c70b8a6c99270b38703d3f25089a09abd35767
NM_001037418.1:82-972,probe_eddc10517cd30ee5140071b2f2c70b8a6c99270b38703d3f25089a09abd35767
NM_001020522.1:71-1576,probe_eddc10517cd30ee5140071b2f2c70b8a6c99270b38703d3f25089a09abd35767
XM_009294543.3:364-1797,probe_eddc10517cd30ee5140071b2f2c70b8a6c99270b38703d3f25089a09abd35767
NM_001177499.2:7-1602,probe_bb4722d8bfb3b120387d695c585a8c16c03507d1c3bf9501e62a8d79f203831b
NM_001361513.1:285-1889,probe_bb4722d8bfb3b120387d695c585a8c16c03507d1c3bf9501e62a8d79f203831b
NM_001361514.1:115-1719,probe_bb4722d8bfb3b120387d695c585a8c16c03507d1c3bf9501e62a8d79f203831b
NM_001177494.1:109-1704,probe_bb4722d8bfb3b120387d695c585a8c16c03507d1c3bf9501e62a8d79f203831b
NM_131867.1:117-1586,probe_f7a36f6cbeec1f973e50d121319e3e2192ed0c41785682ee4b34a695dc798142
NM_001114583.2:117-2069,probe_fda1bd04b1ac65d7b835da0eac4d3a7bcfbf77b03ab1c60e183808860163942b
NM_001316714.1:117-3944,probe_fda1bd04b1ac65d7b835da0eac4d3a7bcfbf77b03ab1c60e183808860163942b
XM_021477471.1:305-2179,probe_acdd1d6daa82956474988209c133984b2b66e74bdb66c2d3e84a511af045ee30
NM_001004581.1:237-2069,probe_acdd1d6daa82956474988209c133984b2b66e74bdb66c2d3e84a511af045ee30
XM_002666958.6:230-2086,probe_acdd1d6daa82956474988209c133984b2b66e74bdb66c2d3e84a511af045ee30
XM_005164029.4:831-2213,probe_a667e40b441034919b2d3b66c63c9e22b7660d14d2554e50bc24deb2df5758c5
NM_131399.1:19-1395,probe_a667e40b441034919b2d3b66c63c9e22b7660d14d2554e50bc24deb2df5758c5
NM_001313736.1:278-1771,probe_f949d3ceaac55ec54bee0ce0343545a1f4fe562b01d8e4a4b5c97370e05b16ce
XM_009293954.3:304-1875,probe_f949d3ceaac55ec54bee0ce0343545a1f4fe562b01d8e4a4b5c97370e05b16ce
NM_001430854.1:98-2065,probe_df332f42ec80bcb5da528b711fc2408c44a6c40095ae34fa97ba72e97fe3e095
NM_001430855.1:318-2333,probe_df332f42ec80bcb5da528b711fc2408c44a6c40095ae34fa97ba72e97fe3e095
XM_017351676.2:98-2065,probe_df332f42ec80bcb5da528b711fc2408c44a6c40095ae34fa97ba72e97fe3e095
XM_017351675.2:446-2461,probe_df332f42ec80bcb5da528b711fc2408c44a6c40095ae34fa97ba72e97fe3e095
XM_017351677.2:446-2374,probe_df332f42ec80bcb5da528b711fc2408c44a6c40095ae34fa97ba72e97fe3e095
NM_001077453.1:28-1503,probe_db2c6e0e432f04b7e716007ad1e5bb520e25b85d4a481ca28069a90abf22f18a
NM_001123277.1:188-1729,probe_e0852f4249197f7bf8a45a6273afd2d05d9a7431428b1201f5d16c275864399b
NM_001020822.1:21-1496,probe_a69905df3478b57020dfc05f43826363725e6327798af0eaa71c244ac1e80db5
XM_687846.9:144-4637,probe_f93464479de40b720bd6c12fcd8ba1f813634f7b7d396fa1877e778bc7a7eade
XM_021479799.1:145-4659,probe_f93464479de40b720bd6c12fcd8ba1f813634f7b7d396fa1877e778bc7a7eade
NM_181330.3:51-1778,probe_6ac60163b01a23f19e9dd9343df69726b9902ca600a5217f4217ed2e4e07f772
NM_001024393.1:30-629,probe_ffa8df9624ced75250bde1b81441bfc4ecac2e13158e06f48266104511af51d9
NM_180966.2:139-1800,probe_b1c4c7c45eae5c383f3ffff79dced822b52a61ea5fdee15128380bfcfb224182
NM_001110454.1:108-2129,probe_b713ddf869c89a4f50cc2824e96be722633f0d1e57b5a802f596a94fb9396a9c
XM_009298033.3:79-4683,probe_ffe213c473da51db715251a71a317d59ed1ca4287411bd7e73515ccabab77440
NM_001172647.2:84-4829,probe_ffe213c473da51db715251a71a317d59ed1ca4287411bd7e73515ccabab77440
XM_005170687.4:575-5359,probe_ffe213c473da51db715251a71a317d59ed1ca4287411bd7e73515ccabab77440
NM_001205027.1:31-1065,probe_b0772111983aa39f9d32a1f6d467777a41fc108a75570e764a081b4bfa2ce65b
NM_001042686.1:267-2342,probe_c26e321d50aefcc3eba62fdd3e7317c4a02bc0e03ca888439477c973c358af23
NM_201511.1:62-1555,probe_beefae938bcecb73bd5e43fb67f6fa7b68c84918cab995d0798690d33f712dd1
XM_001337745.7:47-1537,probe_beefae938bcecb73bd5e43fb67f6fa7b68c84918cab995d0798690d33f712dd1
XM_021471363.1:295-1251,probe_d6f9dc74129f5fd23c07a9060217dfa9215b43512b5d6d9b7b1ad72d5b61c70a
XM_005168472.4:382-1338,probe_d6f9dc74129f5fd23c07a9060217dfa9215b43512b5d6d9b7b1ad72d5b61c70a
XM_002661099.5:654-1610,probe_d6f9dc74129f5fd23c07a9060217dfa9215b43512b5d6d9b7b1ad72d5b61c70a
XM_021473074.1:380-1336,probe_d6f9dc74129f5fd23c07a9060217dfa9215b43512b5d6d9b7b1ad72d5b61c70a
XM_021473067.1:331-1287,probe_d6f9dc74129f5fd23c07a9060217dfa9215b43512b5d6d9b7b1ad72d5b61c70a
XM_021473118.1:1-5112,probe_d29341fc44c477c250d7595e07d1570db33bfc549269dd3caf59b83582f70cb8
XM_009299214.3:609-5720,probe_d29341fc44c477c250d7595e07d1570db33bfc549269dd3caf59b83582f70cb8
XM_021473114.1:273-5384,probe_d29341fc44c477c250d7595e07d1570db33bfc549269dd3caf59b83582f70cb8
XM_021473111.1:278-5389,probe_d29341fc44c477c250d7595e07d1570db33bfc549269dd3caf59b83582f70cb8
NM_001159585.1:1-1761,probe_f222ea14a9b9392cf5716a654b3710f4879ee320b937886aa6a907c0aefd4a39
XM_021475073.1:223-1959,probe_f222ea14a9b9392cf5716a654b3710f4879ee320b937886aa6a907c0aefd4a39
XM_021475072.1:227-1984,probe_f222ea14a9b9392cf5716a654b3710f4879ee320b937886aa6a907c0aefd4a39
XM_021475074.1:228-1961,probe_f222ea14a9b9392cf5716a654b3710f4879ee320b937886aa6a907c0aefd4a39
NM_001037385.1:181-1383,probe_f12cd06aed743c669ccbefb65031e0c4f9cd302991177f148039a4f6a9c2e0f3
NM_001105670.1:1-1488,probe_4d11829bf01cd69cc6abec7c087babf1df860dddb1de7530b143340a69037e4f
NM_001037438.1:27-1580,probe_e5c876cdc0bd4a2c7976cf044794bf4f4958f454bb88826b35c90bc86246a987
NM_001386362.1:264-1784,probe_52b7e2065cbe45bd894ef8354f25c7edad894c55b2eb65bb79f7859eab8b2413
XM_686732.7:365-1885,probe_52b7e2065cbe45bd894ef8354f25c7edad894c55b2eb65bb79f7859eab8b2413
NM_001309465.1:199-7005,probe_ed465030daa886f3ad076d50dcbaeef6c6d5b70428d68681053d7a3080b3e8b7
NM_001309465.1:199-7005,probe_687ef60f5ebd4a6fbec6d4d11ba22c885f529d3311b80cf4b9eb205ad780ef94
NM_001003571.1:253-1260,probe_e357e8d55fbfbfc135812316069fa25f58adcd84f094e9133755ea2e121d2e67
NM_001045264.1:179-1996,probe_7970a286ad9fcc296d0eb8e3fb14edd24ccc44ff8dc5978615145182cb6a6535
XM_021478224.1:200-817,probe_0d37bbd1c36c2592032677fea0d9e4ebcec3a1fd2388a6bc9c02cd25d4903014
NM_205620.2:44-958,probe_0d37bbd1c36c2592032677fea0d9e4ebcec3a1fd2388a6bc9c02cd25d4903014
XM_005173080.4:164-7012,probe_82704624b52e142dc0326567e31234803bd773932eccc098ce7c15014e1c8dbd
NM_212941.1:67-582,probe_c53463da1234205112ff38388e13b7947f61938c8ce9410e02cf911cd186467a
XM_009306341.3:744-1259,probe_c53463da1234205112ff38388e13b7947f61938c8ce9410e02cf911cd186467a
XM_005169422.4:361-1065,probe_c53463da1234205112ff38388e13b7947f61938c8ce9410e02cf911cd186467a
NM_001423974.1:59-2290,probe_ef910cbab928ef632c8bb7497c75ec97c1b06a5dfda2c44e9d4781a546ba2a4f
XM_689787.7:39-2270,probe_ef910cbab928ef632c8bb7497c75ec97c1b06a5dfda2c44e9d4781a546ba2a4f
NM_201511.1:62-1555,probe_e6369736d26aa9cecd5580b71886a2cdb8f59efda15e6e2b706e0b577fac7cf4
NM_001177446.1:33-1619,probe_81a4625d094d482778c47b4dcffeba7dd2064c08cd5acb3ad4027169b4dd75b3
NM_001076717.2:337-2151,probe_fc9e4f9adb0a4ff435d72d4e3f5ac64db22a647936b493d9b365869304869918
XM_005162867.4:806-2158,probe_fc9e4f9adb0a4ff435d72d4e3f5ac64db22a647936b493d9b365869304869918
XM_021470222.1:351-2123,probe_fc9e4f9adb0a4ff435d72d4e3f5ac64db22a647936b493d9b365869304869918
XM_009294687.3:97-2490,probe_ea82ccf666ee6d13aa474c19d6c3d13745a820710f36836ef0135e403c790d8d
XM_021468625.1:196-2589,probe_ea82ccf666ee6d13aa474c19d6c3d13745a820710f36836ef0135e403c790d8d
XM_005160548.4:536-3007,probe_ea82ccf666ee6d13aa474c19d6c3d13745a820710f36836ef0135e403c790d8d
XM_677841.6:337-2730,probe_ea82ccf666ee6d13aa474c19d6c3d13745a820710f36836ef0135e403c790d8d
XM_009299516.3:112-1335,probe_7328905144a14c7c6a1b00b85b0ea800fc3eb9745fb2ae292ac910e4578cdfa8
XM_005163986.4:971-2212,probe_7328905144a14c7c6a1b00b85b0ea800fc3eb9745fb2ae292ac910e4578cdfa8
XM_005163985.4:112-1377,probe_7328905144a14c7c6a1b00b85b0ea800fc3eb9745fb2ae292ac910e4578cdfa8
XM_021469328.1:189-1472,probe_7328905144a14c7c6a1b00b85b0ea800fc3eb9745fb2ae292ac910e4578cdfa8
NM_131396.1:366-1649,probe_7328905144a14c7c6a1b00b85b0ea800fc3eb9745fb2ae292ac910e4578cdfa8
NM_199277.2:299-2194,probe_cdd107864d15ec10f0ecb18a1c7d456ab32aa556e4673c4edac07bc57df0ac03
NM_130957.2:29-2707,probe_d307b4ec48633ef660ddfca7f368515af24591973de248473c63e55d8a5657df
XM_009294633.3:639-3317,probe_d307b4ec48633ef660ddfca7f368515af24591973de248473c63e55d8a5657df
XM_021468354.1:640-3315,probe_d307b4ec48633ef660ddfca7f368515af24591973de248473c63e55d8a5657df
XM_009305773.3:572-2545,probe_0334c4dceebe16d573a3731d2c4738beefd48dbc8005a130ea802ca120104828
NM_001311791.1:32-1549,probe_dbdf89cbff031f37f87f778f3a0c682b0c16a3214aed92d8095fa1861a354f76
XM_681540.8:319-18060,probe_ff682e5eb2c995fcea7996d05e04485ccdd96e7d4b6a3c30bafb4aaf42a14c14
NM_001362360.1:123-2054,probe_b5202d8340334b9d77990186c2ac9056954d07756edbb7475a1d724617961353
XM_003198110.5:170-2101,probe_b5202d8340334b9d77990186c2ac9056954d07756edbb7475a1d724617961353
NM_131397.3:125-2056,probe_b5202d8340334b9d77990186c2ac9056954d07756edbb7475a1d724617961353
NM_001362359.1:104-2035,probe_b5202d8340334b9d77990186c2ac9056954d07756edbb7475a1d724617961353
XM_005163922.4:171-2102,probe_b5202d8340334b9d77990186c2ac9056954d07756edbb7475a1d724617961353
NM_001113589.1:123-2054,probe_b5202d8340334b9d77990186c2ac9056954d07756edbb7475a1d724617961353
XM_005166214.4:158-2491,probe_fc44d6e63cec14f0b8e08a22b36b6433bc3e7a58a647c33d62413a220c16093f
XM_683131.7:158-2488,probe_fc44d6e63cec14f0b8e08a22b36b6433bc3e7a58a647c33d62413a220c16093f
NM_001145564.1:93-1694,probe_31bcf423c9784a163489472df4f2fa9a4bac57c8a5aa9316ff029703d9ad85d5
XM_021474923.1:309-1748,probe_31bcf423c9784a163489472df4f2fa9a4bac57c8a5aa9316ff029703d9ad85d5
NM_131879.2:87-1646,probe_aa7b9374afc127799ba2663c76d5487b7c61ef1af7b455b99e56688977889015
NM_001089475.1:99-1694,probe_c7c972977e701e8e13228e6d3c929aaf71c674edb5b3b1c0bdd37e6425f66794
XM_021478590.1:150-2132,probe_c7c972977e701e8e13228e6d3c929aaf71c674edb5b3b1c0bdd37e6425f66794
XM_021478589.1:150-2135,probe_c7c972977e701e8e13228e6d3c929aaf71c674edb5b3b1c0bdd37e6425f66794
XM_021478588.1:150-2147,probe_c7c972977e701e8e13228e6d3c929aaf71c674edb5b3b1c0bdd37e6425f66794
XM_021478587.1:150-2147,probe_c7c972977e701e8e13228e6d3c929aaf71c674edb5b3b1c0bdd37e6425f66794
NM_001329912.1:225-2168,probe_e1aa274b9baeb9b1a27a5c5e4d978eb8439817c4f0caf56e43abae81bc2fa89c
NM_001430854.1:98-2065,probe_fe81b59e9e734d9ac1bf7dac55a6ff65c18da4a538adaa6e365401193f746a6e
NM_001430855.1:318-2333,probe_fe81b59e9e734d9ac1bf7dac55a6ff65c18da4a538adaa6e365401193f746a6e
NM_001045435.1:63-1298,probe_fe81b59e9e734d9ac1bf7dac55a6ff65c18da4a538adaa6e365401193f746a6e
XM_017351676.2:98-2065,probe_fe81b59e9e734d9ac1bf7dac55a6ff65c18da4a538adaa6e365401193f746a6e
XM_017351675.2:446-2461,probe_fe81b59e9e734d9ac1bf7dac55a6ff65c18da4a538adaa6e365401193f746a6e
NM_001316714.1:117-3944,probe_f47b6ae7fb495879e042d73c7a0f80cae28854dbc3ab905ab57df91a3401e24e
NM_173221.2:116-1537,probe_e5ccbed2d0b85d00529a31077777783fd61ce4387b9e1060e05c7d48fe67aa80
XM_005163981.4:160-1581,probe_e5ccbed2d0b85d00529a31077777783fd61ce4387b9e1060e05c7d48fe67aa80
XM_005164029.4:831-2213,probe_d87276c2d959876a473f932bc20d7c0f54bf0ccb524dfe5f241b45f5de930977
NM_131399.1:19-1395,probe_d87276c2d959876a473f932bc20d7c0f54bf0ccb524dfe5f241b45f5de930977
NM_001083049.1:3-1493,probe_ba75a8f667d1000b058a48306dc5abfdb84558141e89994739c857df202b5ebd
NM_001430813.1:241-2382,probe_fe9a8b21295f1ef4bba3b23410b0b2318cf1a8ea985cf0984e05e5b15d3880e0
NM_001011712.1:292-1506,probe_fe9a8b21295f1ef4bba3b23410b0b2318cf1a8ea985cf0984e05e5b15d3880e0
NM_001045271.1:269-1591,probe_fe9a8b21295f1ef4bba3b23410b0b2318cf1a8ea985cf0984e05e5b15d3880e0
NM_001007789.2:291-1802,probe_fe9a8b21295f1ef4bba3b23410b0b2318cf1a8ea985cf0984e05e5b15d3880e0
XM_005157852.4:294-2537,probe_fe9a8b21295f1ef4bba3b23410b0b2318cf1a8ea985cf0984e05e5b15d3880e0
XM_005157853.4:294-2534,probe_fe9a8b21295f1ef4bba3b23410b0b2318cf1a8ea985cf0984e05e5b15d3880e0
XM_005157854.4:294-2435,probe_fe9a8b21295f1ef4bba3b23410b0b2318cf1a8ea985cf0984e05e5b15d3880e0
NM_131674.1:9-2222,probe_fe9a8b21295f1ef4bba3b23410b0b2318cf1a8ea985cf0984e05e5b15d3880e0
XM_009302940.3:177-2345,probe_fe9a8b21295f1ef4bba3b23410b0b2318cf1a8ea985cf0984e05e5b15d3880e0
XM_009302939.3:1134-3305,probe_fe9a8b21295f1ef4bba3b23410b0b2318cf1a8ea985cf0984e05e5b15d3880e0
XM_009302938.3:1134-3350,probe_fe9a8b21295f1ef4bba3b23410b0b2318cf1a8ea985cf0984e05e5b15d3880e0
NM_001386362.1:264-1784,probe_c37d5de41101830b6f65275a64d25f8c4ac9f5d372b6fef39ee0fe5231e2aa0f
XM_686732.7:365-1885,probe_c37d5de41101830b6f65275a64d25f8c4ac9f5d372b6fef39ee0fe5231e2aa0f
NM_001045073.1:184-2388,probe_e8048cfa6e9606005b3e7f02d29690899e8adba651fe562dc6fef52ceb6bcbc6
NM_001017545.3:295-1620,probe_e5b6ba23e58cccb72dcf2916240bb9c896ddbe2263e1e220a36aa2d5dd8e599c
NM_198210.2:84-2465,probe_fe351a24422b68a9d3ddb842a8f78aa9e887069b79b27955055d6eb292b6dec7
NM_001003571.1:253-1260,probe_e7086c1b5c7b7891fd39545825a0d02893ad8e51f9d372acd747907fc1e7db54
NM_213150.1:6-1694,probe_d749a3c9757abf5b6667b0b595df07c7c3317be172d2674a10079c6e0d25a4c2
NM_001002374.2:134-1711,probe_aa03fb1ebf4e5e9dff9cee1d11f9388a28931a095223791d7d6a64a977fd0d50
XM_017352254.2:163-2163,probe_fe8266e969601877ffc4b5d610a2b8eee5eaa272272cdc837365f81e3b092244
XM_021473118.1:1-5112,probe_de2e6b46074353ce0bc39362c79a93031f7bf832a950e8492d3d7dcab8e60b50
XM_009299214.3:609-5720,probe_de2e6b46074353ce0bc39362c79a93031f7bf832a950e8492d3d7dcab8e60b50
XM_021473114.1:273-5384,probe_de2e6b46074353ce0bc39362c79a93031f7bf832a950e8492d3d7dcab8e60b50
XM_021473111.1:278-5389,probe_de2e6b46074353ce0bc39362c79a93031f7bf832a950e8492d3d7dcab8e60b50
NM_200139.1:111-1601,probe_f1f1f8a6fe453954bb368fcabfb740b5ed0c17d1631ec2beeb5dc8eef3bd6f99
NM_001083049.1:3-1493,probe_f1f1f8a6fe453954bb368fcabfb740b5ed0c17d1631ec2beeb5dc8eef3bd6f99
NM_200620.1:69-1559,probe_f1f1f8a6fe453954bb368fcabfb740b5ed0c17d1631ec2beeb5dc8eef3bd6f99
XM_001337745.7:47-1537,probe_f1f1f8a6fe453954bb368fcabfb740b5ed0c17d1631ec2beeb5dc8eef3bd6f99
NM_001083035.2:25-1515,probe_f1f1f8a6fe453954bb368fcabfb740b5ed0c17d1631ec2beeb5dc8eef3bd6f99
XM_021468378.1:282-1772,probe_f1f1f8a6fe453954bb368fcabfb740b5ed0c17d1631ec2beeb5dc8eef3bd6f99
XM_005160559.4:513-1361,probe_f1f1f8a6fe453954bb368fcabfb740b5ed0c17d1631ec2beeb5dc8eef3bd6f99
XM_009299950.3:52-1068,probe_f1f1f8a6fe453954bb368fcabfb740b5ed0c17d1631ec2beeb5dc8eef3bd6f99
NM_201511.1:62-1555,probe_f1f1f8a6fe453954bb368fcabfb740b5ed0c17d1631ec2beeb5dc8eef3bd6f99
XM_005163328.3:169-7086,probe_fefae4e404cc1e527aac05be8421a844a28a3adf2e88ded119821439a0054533
XM_021467019.1:169-7152,probe_fefae4e404cc1e527aac05be8421a844a28a3adf2e88ded119821439a0054533
NM_001256177.1:140-1615,probe_c3541ae0f309ab136be0af8e4d441da7d14f0b71ef66ca76a476a292d1e2ce9d
NM_001002187.1:20-1375,probe_c3541ae0f309ab136be0af8e4d441da7d14f0b71ef66ca76a476a292d1e2ce9d
XM_005156814.4:156-2846,probe_f2ead01017178264fde8383a7b31d6dfb69c5fc9af264d82fb88f3e8d35c5a89
NM_001001840.3:220-2928,probe_f2ead01017178264fde8383a7b31d6dfb69c5fc9af264d82fb88f3e8d35c5a89
XM_009307306.3:296-3004,probe_f2ead01017178264fde8383a7b31d6dfb69c5fc9af264d82fb88f3e8d35c5a89
XM_017351764.2:1329-4064,probe_fe1859a08cc719c07aa1500da03158c1e61cace3f1990c6ba7a9aa54c93a90bb
XM_017351763.2:1329-4163,probe_fe1859a08cc719c07aa1500da03158c1e61cace3f1990c6ba7a9aa54c93a90bb
XM_009292848.3:930-3866,probe_fe1859a08cc719c07aa1500da03158c1e61cace3f1990c6ba7a9aa54c93a90bb
XM_017351762.2:930-3869,probe_fe1859a08cc719c07aa1500da03158c1e61cace3f1990c6ba7a9aa54c93a90bb
NM_001100957.2:200-850,probe_ee420f9a487e1fac2b8dde6d6ad3abee50c2b67301668490a01e25b046600bf0
NM_001114849.1:353-1717,probe_ed09ed2b129f68701a40cc00f31c05aedf25dd5ec9fa5f11876854b0b23263cd
NM_198210.2:84-2465,probe_fe8293c932aefd560918b73d4994ac672a1691ba708d0ec68105a31b94bef53d
NM_131630.1:122-1630,probe_449c92d41363d098c58d53d31b959d60f4cce80efdebdf53f278b04c6ef7bf61
NM_001002670.2:157-654,probe_d24f3316b4db0dcc9d08b7f083d8d3f1532fdad5eadbc7bd769ab4947b9d5d15
XM_021476081.1:616-1158,probe_d24f3316b4db0dcc9d08b7f083d8d3f1532fdad5eadbc7bd769ab4947b9d5d15
NM_001033920.1:32-1753,probe_a24d3a7baa365b700bcaa7790474a73484d7cea7887fad87ce86a30b43ddd539
NM_194368.1:1-1365,probe_f6e71f6b08a4edc142ed92b1db48caedfbe395008d2fd9272b888f60b28b9b5a
XM_021469748.1:170-1582,probe_f6e71f6b08a4edc142ed92b1db48caedfbe395008d2fd9272b888f60b28b9b5a
XM_009296811.3:471-1754,probe_f6e71f6b08a4edc142ed92b1db48caedfbe395008d2fd9272b888f60b28b9b5a
XM_021469747.1:35-1342,probe_f6e71f6b08a4edc142ed92b1db48caedfbe395008d2fd9272b888f60b28b9b5a
XM_021469746.1:39-1361,probe_f6e71f6b08a4edc142ed92b1db48caedfbe395008d2fd9272b888f60b28b9b5a
XM_021469749.1:269-1609,probe_f6e71f6b08a4edc142ed92b1db48caedfbe395008d2fd9272b888f60b28b9b5a
NM_131146.2:74-1552,probe_b7aa5ae38792832f386b6e7734f1c150c9c85c9eca64ac5fcb8919ded64507b9
XM_682404.6:133-1680,probe_e4442f1ef42e6dfff8434462ed2a4846781220ec9016d8e2e97975dab50bb1ff
NM_001003736.1:33-1565,probe_f4881959f88600ff949ef65d7055e8f32b2b7ce9f419346d981d89f32884c6bc
NM_001110288.1:34-1578,probe_f4881959f88600ff949ef65d7055e8f32b2b7ce9f419346d981d89f32884c6bc
